hash,time,message,buggy
f84107f,2017-07-04T15:06:53,I'm a liar don't doubt my sincerity,0.0
5d693da,2017-07-04T15:32:49,Minimal,0.0
12b53f2,2017-07-04T15:57:49,Bla bla,0.0
ba809a9,2017-07-04T16:08:32,Meh,0.0
3d09017,2017-07-04T16:26:17,Debugging decoding.,0.0
676d7a2,2017-07-04T17:10:06,debugging libpaw,0.0
622df06,2017-07-04T17:10:17,ajout des fichiers topic_,0.0
ef180ae,2017-07-04T17:21:12,Still debugging m_pawtab,0.0
0f8d43e,2017-07-04T21:53:50,Merge remote-tracking branch 'remotes/jollet/input-web' into input-web,0.0
7d76df3,2017-07-04T22:03:36,Add many files in the yml_files directory  from the playground,0.0
554e717,2017-07-04T22:16:02,Files have been transferred from playground to input_variables,0.0
0814fd9,2017-07-04T22:20:14,Archive the latest playground.,0.0
122403a,2017-07-05T07:45:36,Merge biederj/develop/8a23 into _biederj,0.0
a19cd1d,2017-07-05T09:27:39,small fix in fit process (remove coeffs supperior to 1E10),1.0
fc01350,2017-07-05T09:27:50,Merge remote-tracking branch 'trunk/develop' into develop,0.0
bee2e8c,2017-07-05T11:26:01,Reverting.,0.0
3b5323a,2017-07-05T11:30:12,Merge remote-tracking branch 'trunk/develop' into develop,0.0
6e2259c,2017-07-05T12:04:28,Gave up on pawtab_copy and used a cheap replacement.,0.0
b3dbcf1,2017-07-05T14:34:47,Replaced several calls to ddb_io_out with the functions of ddb_hdr.,0.0
2eef72a,2017-07-05T17:00:09,reorder some routines in 78_effpot and update all the routine headers,0.0
22a06dd,2017-07-05T17:40:10,creation du fichier topic_PIMD + liens vers les inputs tests,0.0
bc023a6,2017-07-05T23:19:59,Suppress the old playgrounds. Also fix minor issues.,0.0
70e13fd,2017-07-05T23:25:37,Automatically regenerate the topic files. The list_internal_links.js is now cleaned.,0.0
da05c3b,2017-07-06T02:49:01,Create a python reader of bibtex file  also writer of yaml (just to test).,0.0
91c8201,2017-07-06T09:55:02,Added option argument fullinit to ddb_hdr_open_write,0.0
c0f4f44,2017-07-06T09:56:58,move find_bound from m_effective_potential.F90 to m_phonon_supercell.F90,0.0
a737881,2017-07-06T10:30:07,"Replace ""newtopic"" by ""topic""",0.0
97c2c03,2017-07-06T10:31:50,Fix newtopic to topic.,1.0
e96c5a5,2017-07-06T12:44:55,multibinit: add possibility to read ASCII MD file,0.0
a683176,2017-07-06T17:57:18,The script abi_bib2yml.py also produces now the file abiref.txt  for checking purposes. Also  the abiref.bib has been straightened : e.g. the IDs now all use four-digits years.,0.0
d42a9f0,2017-07-07T05:41:04,iMore verifications done by abi_bib2yml.py . Treatment of phdthesis  masterthesis. Also some fixes in the initial database.,0.0
6c46e7c,2017-07-07T08:03:54,Merge amartin/develop/e96c into _amartin,0.0
70ea13b,2017-07-07T09:23:50,Create first version of generate_doc.py  that should replace abi_yml2html.py in the future .,0.0
8f507ac,2017-07-07T10:01:37,The new script generated_doc.py reproduces the previous automatically generated files.,0.0
9084fd0,2017-07-07T10:08:36,Clean and simplify,0.0
add73d1,2017-07-07T10:33:30,Define paths for yml and html files.,0.0
c042e90,2017-07-07T10:44:01,"Create new directory ""topics""",0.0
6bb0af1,2017-07-07T11:12:16,Use shorter names for the directory (html_automatically_generated => html_generated),0.0
c9fce34,2017-07-07T11:16:53,add README.md files,0.0
3b49237,2017-07-07T11:28:24,Activates the change of directory,0.0
6d0ccb8,2017-07-07T12:15:29,The splitting seems OK. Tests have been done.,0.0
5105d7c,2017-07-07T12:48:28,Able to read and treat the bibtex file.,0.0
73a1526,2017-07-07T13:03:56,Store the body of the bibtex items. For later reordering without modification.,0.0
ea0af22,2017-07-07T23:54:14,Successfully made use of ddb_hdr for reading and writing. Need to clean up.,0.0
e3d7edd,2017-07-08T16:33:22,Corrected the reading of usepaw in the DDB.,0.0
83419de,2017-07-08T19:35:06,Fixed a test.,1.0
c82e60b,2017-07-09T15:45:32,Fixed reading ntypat.,1.0
83c11ae,2017-07-10T17:50:01,Printing debug information.,0.0
96ca26a,2017-07-10T18:51:48,debugging,0.0
7fce3e1,2017-07-10T21:06:12,Properly initialized nblok,0.0
e79fc8b,2017-07-10T21:45:21,Removed debug printing.,0.0
aaf42f9,2017-07-11T09:39:07,The generation of the bibtex.html files is OK.,0.0
46b133b,2017-07-11T10:25:16,The bibliography.html is now generated.,0.0
bc29071,2017-07-11T10:31:43,Remove unneeded files,0.0
8b6039c,2017-07-11T10:35:11,Correct the place for list_topics_class.yml,0.0
f0fc931,2017-07-11T10:55:25,Fixing abirules and robodoc.,1.0
981a60e,2017-07-11T10:58:37,Cleaning up.,0.0
35cb4df,2017-07-11T11:20:56,Clean,0.0
e45a79b,2017-07-11T11:35:06,Minor formatting modifications.,0.0
2b4ea70,2017-07-11T12:35:29,Complete the bibliography database with papers mentioned in the acknowledgment section.,0.0
646debd,2017-07-11T12:58:33,Treatment of the French accents. Not fully succesfull ...,0.0
913c5ed,2017-07-11T13:17:46,Activate automatic creation of links to bibliography.html file.,0.0
a2d48cc,2017-07-11T13:37:14,Complete references in PIMD topic.,0.0
976f1cd,2017-07-11T15:47:03,Many small corrections  as well as start to constitute the list of backlinks.,0.0
219b5af,2017-07-11T16:06:55,The list of backlists start to work. Formatting to be corrected  though ...,0.0
e7f8995,2017-07-11T20:01:37,Rearranged several subroutines.,0.0
4b3cac1,2017-07-11T20:35:20,Fixed some more stuff.,1.0
6538e2f,2017-07-11T22:15:31,Fixed reading 3rd order derivatives.,1.0
0fb6b34,2017-07-12T09:42:57,Fixed thmeig,1.0
2.67e+243,2017-07-12T09:57:43,Treat specials characters correctly.,1.0
ec06877,2017-07-12T12:49:15,Save fold2bloch results in netcdf format  add cut3d option to convert from Fortran to Netcdf,0.0
34c5daa,2017-07-12T12:49:28,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into fold2bloch,0.0
f7d1f2b,2017-07-12T15:30:23,Fix command line interface for fold2bloch,1.0
c6ff8d2,2017-07-12T16:06:38,This time  the accentuations are treated correctly.,0.0
3522673.0,2017-07-12T21:27:18,Fix many small problems in both the bibtex and the python script.,1.0
a13da6a,2017-07-12T21:28:35,Reorder the abiref.bib,0.0
c375f78,2017-07-13T05:30:07,Introduce alphabetic labelling in bibliography.html file. Fix minot issues in abiref.bib.,1.0
6353cc2,2017-07-13T06:55:37,Clarify+clean the directory structure inside the doc dorectory. Also set up README.md files.,0.0
3dc7c9c,2017-07-13T11:58:15,Corrected argument declarations in thmeig.,1.0
cf1ddfe,2017-07-13T14:33:33,Fixed call to crystal_init.,1.0
e67f6b0,2017-07-13T15:56:53,Debugging,0.0
8c4bca4,2017-07-13T17:44:00,Temporarily reverted functions ddb_from_file and rdddb9 for debugging.,0.0
2a5d42f,2017-07-13T18:03:47,Made use of ddb_hdr more carefully in rdddb9 to find bug.,0.0
02574a6,2017-07-13T22:40:52,Reverted again.,0.0
f0d2926,2017-07-14T05:38:01,Coded the section on references in each topic  However  does not work yet ...,0.0
500ce59,2017-07-14T05:51:36,Fix bug. The accented characters are OK again.,1.0
74481c8,2017-07-14T06:33:05,Constitute a function bibtex2html,0.0
14c3cc4,2017-07-14T06:34:55,Use ibtex2html to improve the reference section of the topic files.,0.0
7391852.0,2017-07-14T12:36:36,Trying to sanitize cyrstal initialization.,0.0
611c562,2017-07-14T14:10:35,Hopeless attempt to evince the cause of the bug.,0.0
a8d368a,2017-07-14T14:17:42,Reverted a bit more in anaddb.,0.0
1a4e7ed,2017-07-14T14:25:36,Change the location of the symbolic link to tests (to ease further compatibility with the Web delivery),0.0
3b03dea,2017-07-14T15:11:45,Passed mpi communicator to ddb_hdr_open_read.,0.0
21f51ab,2017-07-14T15:14:58,Fixed a typo.,0.0
9d5bb68,2017-07-14T16:18:43,THe lesson base1 is generated automatically. However  links are not yet correct ...,0.0
587f526,2017-07-14T16:21:24,Fixed another typo,0.0
f3b45ae,2017-07-14T17:58:46,Fixed ntypat in anaddb.,1.0
add4d05,2017-07-14T19:32:45,Reverted the reading of the ddb to the new ddb_hdr interface.,0.0
2125000000000.0,2017-07-14T20:36:47,Must go back to previous commit to fix error.,0.0
3a28367,2017-07-14T21:56:53,All the links work in the generated lesson_base1.html file.,0.0
630c1fe,2017-07-14T22:10:35,Create two more references  related to input variables einterp.,0.0
fdb3eae,2017-07-15T05:28:23,Provides also reference output files for the tuto* tests inside the infos_html tar.gz,0.0
30e5367,2017-07-15T05:42:50,Include correct links to referecne files for tutorial_base1,0.0
bfa60f0,2017-07-15T05:49:19,Restructure dirs for tutorial,0.0
77c80d5,2017-07-15T05:50:13,Fix,1.0
5376c7a,2017-07-15T05:51:40,Correct,1.0
9f48074,2017-07-15T05:55:40,Fix link,1.0
47036f9,2017-07-15T09:33:31,Set up automatic translation procedure for the lesson_*.html files,0.0
4294378.0,2017-07-15T10:31:53,Generate a dozen of html files using the new mechanism.,0.0
02a9b25,2017-07-15T10:40:22,"Copy all complementary directories in ""documents""",0.0
151da90,2017-07-15T10:59:43,Treat correctly the links indicated by src= .,0.0
aa89044,2017-07-15T11:14:11,Reverting rdddb9 to ddb_hdr.,1.0
8b0799c,2017-07-15T11:14:49,Fix subtitle printing.,1.0
94220fb,2017-07-15T11:34:08,Use correctly the comments in HTML .,0.0
e747efd,2017-07-15T11:56:20,Introduce the markers for intro and body in all the lesson*html files,0.0
30d95a1,2017-07-15T12:06:41,Reverted ddb_from_file to ddb_hdr.,0.0
4e2cabf,2017-07-15T16:47:45,Fixed ddbun in ddb_from_file.,1.0
366ad1f,2017-07-15T18:22:40,Removed some debugging features. Final check before merging back into develop.,0.0
cef325c,2017-07-15T19:24:47,Create all the other lesson_*.html files (also *.yml). Also correct many special characters !,0.0
12a0fff,2017-07-15T20:35:25,"Change ""initial"" by ""origin""",0.0
8824b16,2017-07-15T20:40:14,Merge branch 'secondrevert' into develop,0.0
34205f5,2017-07-15T21:07:07,Generate also the welcome file  now names lesson_welcome.html,0.0
e5c9a48,2017-07-15T21:21:03,Change the default link to the lesson_*html files.,0.0
4d8504d,2017-07-15T21:23:39,Suppress unneeded files lesson* in doc/tutorial,0.0
cee81b5,2017-07-15T21:27:24,The doc/tutorial/future_origin_files is not needed anumore as well,0.0
8072fe4,2017-07-15T21:33:35,create theory/documents   and also move the bse and gw theory files from tutorial to theory,0.0
a50f62a,2017-07-15T21:52:50,Reorder the sections in the generate_doc.py file,0.0
e9530bb,2017-07-16T07:38:11,Create theory/origin_files with corresponding content.,0.0
013a3e3,2017-07-16T08:13:12,Create a function assemble_html  presently used for tuto / lesson .,0.0
748c6ca,2017-07-16T08:18:45,Apply the new version of the script.,0.0
b1dbc0f,2017-07-16T08:27:23,Code the assembly of the theory.html files,0.0
a19a850,2017-07-16T08:41:43,Generated html files in the theory directory,0.0
9b418c4,2017-07-16T09:18:11,Fix many links. Also other minor modifications.,1.0
0b1317c,2017-07-16T09:44:44,"Define a global class ""components""  that supercedes the old ""section"" and ""topic"" classes.",0.0
8b0c0df,2017-07-16T10:41:04,Restructure generate_doc.py  create pymods/lib_to_assemble_html  define the authors in topics.,0.0
dd839e7,2017-07-16T10:54:11,Minor modifs,1.0
f9a1c9a,2017-07-16T10:54:44,Define pymods/lib_to_assemble_html.py,0.0
39b2e14,2017-07-16T11:06:27,More flexible,0.0
dd24924,2017-07-16T12:16:27,Define the possibility fo have supplementary components for assemble_html,0.0
534786a,2017-07-16T17:34:00,The new generation of files in bibliography dir works.,0.0
39e2de0,2017-07-16T18:16:40,Define function finalize_html,0.0
97f6431,2017-07-16T18:23:12,Use finalize_html to finalize the topics,0.0
d8fc3a7,2017-07-16T18:29:02,finalize_html is used to generate the all_topics file  and fix one problem.,0.0
72d143a,2017-07-16T19:18:57,Use finalize_html for the var*.html files,0.0
f51bf45,2017-07-16T21:25:10,Use assemble_html for input_variables files,0.0
18eef73,2017-07-16T21:52:45,Cleaned up the interface of thmeig.,0.0
83ba6de,2017-07-17T07:03:19,"Change ""section"" to ""varfile"" everywhere. Less ambiguous ...",0.0
8f5f346,2017-07-17T07:27:21,Set up users/origin_files/abinit_help.yml from users/abinit_help.html,0.0
1a82339,2017-07-17T07:38:45,Generate automatically users/generated_files/help_abinit.html,0.0
20dcee9,2017-07-17T08:15:07,Now generate all help files automatically. Still to be tuned !,0.0
3f5486d,2017-07-17T10:13:22,Attempting to recover old behavior of thmeig modifying crystal.,0.0
8c5365a,2017-07-17T11:05:06,Put back a useless call to ddb_hdr_open_read for debugging.,0.0
abfa1e2,2017-07-17T15:01:41,Reverted again anaddb and thmeig.,0.0
b8649bf,2017-07-17T19:25:29,reverting m_ddb_hdr.,0.0
ebfbf97,2017-07-17T20:23:15,Restored anaddb also.,0.0
d09f09a,2017-07-17T20:37:22,Start to correct many minor issues,1.0
365ee05,2017-07-17T21:49:19,Continue to fix bugs in script  or in old html files ...,1.0
8c0c3b7,2017-07-17T22:00:12,Reverted m_ddb also.,0.0
6045c6e,2017-07-18T06:18:23,Minor corrections.,0.0
563215c,2017-07-18T09:49:00,Trying to fix speed of sound calculation.,1.0
004f76b,2017-07-18T10:47:46,Modified final value of spherical average in ifc_speedofsound.,1.0
3f3efbe,2017-07-18T11:20:25,Define allowed_link_seeds to gather all the link seeds,0.0
3c227cb,2017-07-18T11:54:58,Define links to files in test directory,0.0
1ffbb16,2017-07-18T13:18:53,Now the links to files in tests/*/Input and tests/*.Refs work.,0.0
5d9c480,2017-07-18T13:54:59,"what ABINIT does file is now inside ""users"" dir  and treated as a help file.",0.0
7b0d710,2017-07-18T13:56:13,Add the automatically created what ABINIT does files,0.0
ed444a6,2017-07-18T14:18:24,Detect when there are two bibtex with the same reference,0.0
281e699,2017-07-18T14:23:25,Restored the new interface of thmeig.,0.0
59c43e2,2017-07-18T14:27:39,Regenerated the reference for the test [v8][t45] since I modified the computation of the spherical average of speed of sound (subroutine ifc_speedofsound). The numerical result should be more stable  but I needed to update the reference so that the test succeeds on abiref.,0.0
4ea8d20,2017-07-18T14:27:56,Minor fixes,1.0
0bb2628,2017-07-18T15:32:13,Used a more stringent convergence criterion in test [v8][t45].,0.0
2ed2732,2017-07-18T15:46:48,Generates automatically the list of generated files.,0.0
1ab0c44,2017-07-18T15:50:01,Merge remote-tracking branch 'trunk/develop' into develop,0.0
806a54e,2017-07-18T15:51:26,Set aside the old html files.,0.0
6813543.0,2017-07-18T16:53:10,Corrected the calculation of the mean absolute error in the spherical avergave of speed of sound. Regenerated corresponding test.,1.0
b6e2cd0,2017-07-18T17:03:13,cleaning for LDA-1/2,0.0
e9843ec,2017-07-18T18:04:36,Work on reenabling tests of all variables,0.0
da144d5,2017-07-18T19:06:32,Modified the reference file for the test according to abiref. This is a bit of a cheat  but the error reported by this machine was:  t45.out passed: absolute error 0.005 < 1.1  relative error 0.0005465 < 0.12 [file=t45.out],0.0
ba19c43,2017-07-18T21:01:05,Merge branch 'develop' of abigit:trunk/abinit into develop,0.0
3c09975,2017-07-19T08:25:18,Fix typo,1.0
53f12f6,2017-07-19T09:50:41,correction of html links for topics,1.0
d6f27d9,2017-07-19T10:22:21,Shorten the running messages issued by generate_doc.py,0.0
5bdd9f5,2017-07-19T10:28:16,"Replace ""class"" by ""tribe""",0.0
5c839ce,2017-07-19T10:30:05,Fix minor bug,1.0
d9dbde4,2017-07-19T10:55:40,bug correction for merge-request,1.0
63de7a2,2017-07-19T11:11:31,Shorten the beginning of the var files. Also fix numerous small typos/links.,0.0
b5b287f,2017-07-19T11:16:56,Improve the heade rof the generated files in the bibliography directory,0.0
c63e1b1,2017-07-19T11:30:02,Fix many links,1.0
9395f96,2017-07-19T11:45:25,An line of alphabetical links is defined for allvariables.html.,0.0
e2939f6,2017-07-19T11:47:30,Clean,0.0
c6f20ba,2017-07-19T11:49:19,Merge remote-tracking branch 'jollet/input-web' into input-web,0.0
289755.0,2017-07-19T11:58:25,link corrections,0.0
ee3069b,2017-07-19T11:59:12,Merge remote-tracking branch 'trunk/input-web' into input-web,0.0
54047cf,2017-07-19T12:29:54,Pass assumed-length chars to MPI wrappers,0.0
a0b6a80,2017-07-19T12:30:27,abi_check.py is OK,0.0
2d0e1d1,2017-07-19T13:09:21,bug in html links,1.0
fc837c4,2017-07-19T13:13:57,Start restructure generate_doc.py,0.0
0a0bd8a,2017-07-19T13:59:58,Rename theory_XXX.yml to theorydoc_XXX  and also fix numerous links.,0.0
4a63d47,2017-07-19T14:09:30,Change bibhtml.yml to bibfiles.yml,0.0
851f266,2017-07-19T14:18:36,Internal renaming,0.0
a891227,2017-07-19T15:20:52,Restructure the parsing of generate_doc.py,0.0
b4dacde,2017-07-19T15:26:03,Clean unneeded part of code,0.0
5cfd169,2017-07-19T15:43:35,More cleaning,0.0
5b3597f,2017-07-19T15:47:27,"Fix closing of ""balises"" remarked by JMB",1.0
87fe7fa,2017-07-19T17:32:32,bug correction for the test farm.,1.0
74b1e37,2017-07-19T17:45:43,Merge remote-tracking branch 'trunk/input-web' into input-web,0.0
5a1368b,2017-07-19T20:34:17,Extract invariant to avoid internal compiler error with intel2013_sp1.1.106,0.0
19d1ffb,2017-07-20T07:45:58,Merge gmatteo/assumed-length/5404 into _gmatteo,0.0
2da9b8a,2017-07-20T08:12:42,Remove errors detected by linkchecker for bibliography,0.0
0eb3f4b,2017-07-20T08:39:02,Correct links in abinit_vars.yml,1.0
0a230ac,2017-07-20T08:43:27,Upgrade abifre.bib  and clean theory dir,0.0
8fe0297,2017-07-20T08:47:35,Fix links,1.0
e022dfa,2017-07-20T09:02:42,Fix problems detected by linkchecker in tutorial doc,1.0
479b633,2017-07-20T09:19:08,Fix links in turtorial dir,1.0
5ad515f,2017-07-20T09:54:43,Fix links in users dir,1.0
8c348cd,2017-07-20T10:01:05,"Regenerated all ""generated_files""",0.0
f26567c,2017-07-20T10:07:41,Merge jollet/develop/87fe into _jollet,0.0
bf563f4,2017-07-20T10:12:34,Clean stuff due to contamination with input-web branch.,0.0
