hash,time,message,buggy
d4317e8,2017-03-14T16:21:12,fix the call to sytens,1.0
97b4d50,2017-03-14T16:56:16,Change 14 to 114 ...,0.0
5dcd47d,2017-03-14T18:19:03,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into d3,0.0
4ce48ad,2017-03-15T08:21:19,Missing 114 instead of 14 in refs,0.0
1d0c358,2017-03-15T14:40:21,ebands_test_interpolator does not exist in the source tree ?! can cause troubles,0.0
4c9565a,2017-03-17T13:00:03,Try to improve openmp scalability,0.0
576cb90,2017-03-17T13:35:21,Added new value for nlflag=3 that computes only the non-linear susceptibility,0.0
f514ffd,2017-03-17T14:19:05,Added new value for nlflag=3 that computes only the non-linear susceptibility,0.0
7d3efd4,2017-03-17T16:26:39,Try to improve OpenMP... but not sure it helps,0.0
c58cda3,2017-03-17T17:28:01,Added new value for nlflag=3 that computes only the non-linear susceptibility,0.0
dc85800,2017-03-22T14:42:13,Create a separate routine to change hybrid func parameters  also use C_DOUBLE instead of real8,0.0
124c694,2017-03-23T17:13:49,gwfockmix was forgotten in previous commit,0.0
c17513e,2017-03-23T17:55:31,Make the code work when libXC not linked,0.0
5a7d324,2017-03-24T11:18:36,Added new value for nlflag=3 that computes only the non-linear susceptibility,0.0
26d62e4,2017-03-25T13:27:41,Merge remote-tracking branch fnac/develop/5a7d into _fnac,0.0
af6660c,2017-03-25T13:31:38,Minor improvement of the doc.,0.0
c612cc6,2017-03-25T20:53:13,Merge remote-tracking branch torrent/misc/c175 into _torrent,0.0
290220.0,2017-03-28T18:08:34,Refactor the computation of the electrical dipole moment  make it OK with FFT parallelism  openMP  spin polarization,0.0
9dded67,2017-03-28T19:01:50,Move mutlipoles_fftr in 53_spacepar (cannot be in m_cgtools),0.0
c2cc330,2017-03-28T19:13:18,Merge branch 'develop' of abinit-gitlab:trunk/abinit into dipmom,0.0
3dbe3bc,2017-03-29T10:38:16,Merge was not correct,0.0
dbfe69f,2017-03-30T08:02:25,Reverse some changes done by Jordan (suggested by Jordan),0.0
329acf8,2017-03-30T18:14:52,Make restart from history compatible with PI-QTB,0.0
8cb11ba,2017-03-31T07:57:07,Fix a link  and update the var*.html files,0.0
70ad995,2017-03-31T13:24:57,Merge remote-tracking branch torrent/dipmom/3dbe into _torrent,0.0
7acb3b0,2017-03-31T14:59:51,Merge remote-tracking branch torrent/pimd/329a into _torrent,0.0
f4c5c2f,2017-04-06T11:53:29,fix bug in new weights,1.0
9d3cbb9,2017-04-06T11:58:20,add dielectric properties to anaddb.nc,0.0
3bd340b,2017-04-06T15:30:54,updates for sound velocity,0.0
37eb933,2017-04-06T15:33:09,Merge remote-tracking branch 'upstream/develop' into fix_new_weights,0.0
0165f0e,2017-04-12T11:24:07,Fix problems in binaries.conf   also update files for v8.3.3,1.0
637f626,2017-04-13T07:55:21,dependence 30_diago was missing in several places,0.0
f591df4,2017-04-17T13:36:44,Initialize v8.3.3,0.0
