hash,time,message,buggy
e42d154,2017-01-31T19:39:48,symsigma in EPH  gspline_t for gaussian DOS  add tmesh variable,0.0
e2d1261,2017-02-04T12:29:36,Refactoring,0.0
9.91e+117,2017-02-04T13:49:47,Use different format for results,0.0
5670b02,2017-02-04T14:11:42,abilint,0.0
e4b812a,2017-02-04T15:38:16,Add gaps,0.0
f02c24f,2017-02-04T16:38:05,Fix abirules,1.0
f0fa866,2017-02-04T16:46:58,Move edos computation to eph_phgamma,0.0
54f12db,2017-02-04T17:01:44,Update EPH refs,0.0
bb53ddd,2017-02-05T13:02:05,Parallelization over q-points and bands,0.0
2c562c1,2017-02-05T18:41:35,Add routine to dump v1(q nu)(r),0.0
8da3826,2017-02-07T14:47:05,Refactoring output routines,0.0
4fe8a6a,2017-02-09T17:28:41,Continue refactoring,0.0
4f63f62,2017-02-09T17:31:52,Merge branch 'release-8.2.1' of gitlab.abinit.org:trunk/abinit into eph,0.0
bae1498,2017-03-25T23:19:34,Minor changes,0.0
de12ee5,2017-03-25T23:24:04,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
fb8caa7,2017-03-26T00:10:44,Fix typo,0.0
a014521,2017-04-19T12:08:21,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
7941c19,2017-05-13T10:41:57,Merge remote-tracking branch 'origin' into eph,0.0
ce7a826,2017-05-13T11:31:41,abilint,0.0
371f660,2017-05-27T16:33:12,Merge remote-tracking branch 'origin' into eph,0.0
461c2fc,2017-06-15T22:10:22,Merge branch 'hotfix-8.4' into develop,0.0
5ccbe7e,2017-06-15T23:07:39,Merge branch 'develop' into hotfix-8.4,0.0
ed1bff2,2017-06-19T12:52:55,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
5ca341a,2017-07-12T15:41:28,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
73d1fcc,2017-09-01T18:31:26,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
c57ce3d,2017-09-20T02:42:16,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph and solve conflicts in a2fw_solve_gap,0.0
e5ddf35,2017-09-24T20:19:54,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
ab2b5ee,2017-09-27T13:30:27,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
c0a22b9,2017-10-16T11:32:05,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
9e48c89,2017-10-19T12:35:52,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
58c876a,2017-10-26T22:08:03,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
2fb6f8d,2017-10-28T18:45:08,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
e10f448,2017-10-28T19:33:45,abilint,0.0
49db121,2017-10-30T19:43:25,Add a2f values to EPH.nc,0.0
8a2ebd9,2017-11-05T15:18:12,workaround for internal compiler error with gcc <= 4.8,0.0
ecb6672,2017-11-05T15:18:20,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
b2c316e,2017-11-07T10:09:02,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
4953f06,2017-11-20T12:55:37,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
bc2f29b,2017-11-25T13:27:07,Write a2ftr to EPH.nc  add autoparal section in eph  fix bug in call to complete_gamma if nsppol=2,0.0
532a961,2017-11-25T16:28:10,Enclose a2ftr code inside if (dt%eph_transport > 0),0.0
bdf6976,2017-11-25T16:28:45,Merge remote-tracking branch 'origin/invalid_close' into eph,0.0
905f54c,2017-11-27T14:03:56,Fix autoparal in eph,1.0
56f1822,2017-11-28T11:36:11,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into develop,0.0
ca23894,2017-11-28T12:32:08,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into develop,0.0
3bf17d3,2017-12-09T23:49:15,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
34dcf3b,2017-12-22T12:52:53,abilint,0.0
536da1c,2017-12-22T12:52:58,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
7083367.0,2018-01-02T14:55:47,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
0a31cf6,2018-02-04T21:37:27,Minor changes,1.0
d12e15b,2018-02-04T21:41:03,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
97a3926,2018-02-11T15:08:47,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
bf35c55,2018-02-12T21:34:34,Fix conflict,1.0
c57905f,2018-02-14T21:36:06,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
5373a6c,2018-02-19T13:27:36,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
da03c6e,2018-02-26T18:41:37,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into develop,0.0
284a52c,2018-03-02T22:02:12,Add kcalc2ibz to SIGEPH.nc,0.0
12379bc,2018-03-04T19:44:02,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0.0
c4e67e4,2018-03-06T15:27:55,Use the new weight distribution of the Fourier components of the force constants done by Guido Pettreto as default. Extensive benchmarks in the phonon database shows that in most materials it solves issues of the phonon interpolation near Gamma while not decrasing the quality in other materials.,0.0
79ced62,2018-03-06T20:59:08,Merge branch 'mkdocs' of gitlab.abinit.org:gmatteo/abinit into eph,0.0
c2940b8,2018-03-06T22:22:21,Cleanup,0.0
