hash,time,message,buggy
15a05a5,2016-09-01T16:57:15,"* in makemake      replace commands.getstatusoutput (deprecated) by subprocess then we can redirect stderr !      ( needed when the first line of '--version' is a warning and not the version )  * add new section on testfarm.conf for IBM8 ( ibm8_ibm_15.1_serial )  * in prtefield.F90  replace the ""big"" write by 4 write ( good for XLF and NAG )  * in m_efmas.F90  xlf did like & on string  * disable test v7/t23-24-25",0.0
7ff790f,2016-09-02T19:19:13,Correction of the error occuring for Effective Charges for PAW + occopt=1 + empty states,0.0
4cb46da,2016-09-02T23:07:14,Typo corrected,0.0
e379731,2016-09-05T13:28:37,Improvment of symetries for strain perturbation,0.0
2bd2903,2016-09-05T15:29:17,Cancel a previous change (nbdbuf),0.0
3b1d7a9,2016-09-05T16:29:03,Adjust ref files because NL and OVL parts of 2nd order matrix are now pure real,0.0
cf660a9,2016-09-05T16:42:56,Side-effect: the adjustment of gvnl1 in dfpt_cgwf seems to improve things for Efiled perturabation : now Evar=Enon-var in the present test case (was not the case before),0.0
62fbe5a,2016-09-05T18:17:16,Merge remote-tracking branch 'trunk/develop' into dfpt-paw,0.0
3780d50,2016-09-05T18:20:26,improvements for Bader and Hirshfeld analysis,0.0
c147d2a,2016-09-05T22:36:08,check radial integral of charge for core agains znucl-zion in Bader code,0.0
8acdeac,2016-09-06T11:59:52,fixed v6[19] - integration error is quite bad for core charge  so tolerance is increased to 0.1,1.0
4fe4cfe,2016-09-06T16:21:39,continue propagating nsppol 2 ferrimagnetic case for berry phase calculation,0.0
1f9f885,2016-09-06T16:26:22,Update 2 hyperlinks according to checklin script advice,0.0
cd8a68b,2016-09-07T10:40:12,"Inclusion of rf2 developments of bzr version (""by hand"" merge...)",0.0
d107b02,2016-09-07T10:41:03,Merge branch 'develop' into rf2,0.0
8b47246,2016-09-07T14:21:06,Merge remote-tracking branch mverstra/quickfixes/8acd... into trunk/_mverstra,0.0
ac4eeaa,2016-09-07T14:27:25,missing dealloc in dfptnl_mv,0.0
a01c78a,2016-09-07T14:33:17,Merge branch 'develop' into quickfixes,0.0
76fa88f,2016-09-07T14:33:51,Merge branch 'quickfixes' of gitlab:mverstra/abinit into quickfixes,0.0
df159e2,2016-09-07T17:19:43,on some machines efield2 was coming up incorrectly initialized  which corrupts the first 2 iterations but does not affect the final result. Might change some ref files  which should be updated accordingly,0.0
bd83456,2016-09-08T06:21:01,Updated hyperlinks to NIST modified:   lesson_spin.html,0.0
3f63ca0,2016-09-08T06:50:14,Change http to https  modified:   lesson_spin.html,0.0
1641181.0,2016-09-08T08:22:19,Fix abirule violation  modified:   initaim.F90,1.0
2e66395,2016-09-08T10:55:24,Minor change to pass tests on petrus,0.0
7cc6d98,2016-09-08T21:13:57,Merge remote-tracking branch torrent/dfpt-paw/1f9f  into _torrent,0.0
678b627,2016-09-09T05:48:04,Merge remote-tracking branch baguetl/develop/2e66 into _baguetl,0.0
1bde05b,2016-09-09T09:52:20,missing std_out for error message. NB: aim is still not conforming with abinit style,0.0
ece3440,2016-09-09T10:00:49,Merge branch 'develop' into quickfixes Need latest patch for efield2 initialization.,0.0
74a173c,2016-09-09T11:02:16,Merge remote-tracking branch mverstra/quickfixes/ece3 into _mverstra,0.0
4cea31a,2016-09-09T22:17:55,Merge remote-tracking branch beuken/ibm8/15a0 into _beuken,0.0
f99b395,2016-09-10T05:24:53,The original link for downloading Boltztrap is broken. modified:   abinit_vars.yml,0.0
1f8d8ff,2016-09-10T06:08:03,Update vardev.html due to previous modification. modified:   html_automatically_generated/vardev.html,0.0
4e5d96c,2016-09-10T16:50:25,Change 61_ionetcdf to 59_ionetcdf,0.0
1da553e,2016-09-11T06:47:29,The order of dirs was not correct.  modified:   ../config/specs/binaries.conf,0.0
c9a6681,2016-09-12T17:07:06,Correct link for the download of Boltztrap. modified:   abinit_vars.yml,0.0
bd61ee3,2016-09-13T06:33:40,Finalize files before closing v8.1.4 development. Modified:   KNOWN_PROBLEMS src/51_manage_mpi/herald.F90,0.0
49ba5cf,2016-09-13T06:35:10,Run python abi_yml2html.py. Modified:   html_automatically_generated/vardev.html,0.0
9a5f666,2016-09-13T06:50:31,Apply make parents,0.0
56454c2,2016-09-13T06:57:46,Apply make abiauty,0.0
2990b83,2016-09-13T08:11:06,Minor modif for Boltztrap link. Modified:   abinit_vars.yml,0.0
