hash,time,message,buggy
8033750.0,2018-02-20T13:21:40,abirules,0.0
5e8c3e2,2018-02-20T13:51:56,remove unused argument,0.0
e9ad420,2018-02-20T14:23:51,abirules,0.0
81d1154,2018-02-20T17:14:42,Merge tag 'start-8.7.3' of abinit-repo:trunk/abinit into 15-new-psml-api-is-not-supported,0.0
3cb57a1,2018-02-20T18:35:12,Ran abilint,0.0
f34729d,2018-02-20T18:35:12,Ran abilint,0.0
6fb9dda,2018-02-20T18:36:05,Started to upgrade the PSML parser to the new API,0.0
845779f,2018-02-20T18:36:05,Started to upgrade the PSML parser to the new API,0.0
9c7ddc6,2018-02-20T19:20:44,Removed another set of unused arguments (or treat them properly).,0.0
1b25e9f,2018-02-20T20:54:10,There is no generic abi_unused for nctype ...,0.0
f88edde,2018-02-20T21:32:54,Suppress unused args  or treat them adequately,0.0
4c5571b,2018-02-21T06:41:56,Update the ref file for abirules#4,0.0
b2f2fe9,2018-02-21T06:52:48,ABI_UNUSED nctab%,0.0
e0428fa,2018-02-21T07:04:39,treat properly optional arg use only for HAVE_BIGDFT,0.0
defa316,2018-02-21T07:15:12,treat properly args only used with ABI_ETSF_IO,0.0
1c13492,2018-02-21T07:15:54,Merge branch 'docdirs' into develop,0.0
7a84cef,2018-02-21T08:36:33,Merge remote-tracking branch 'trunk/develop' into Multibinit,0.0
a267e12,2018-02-21T08:51:31,Update ref for abirule#4,0.0
ac84092,2018-02-21T08:56:55,Unused args removed,0.0
a25de8e,2018-02-21T09:58:37,Removed one more unused arg. Fix a bug.,0.0
0e6eeaf,2018-02-21T09:59:23,Merge branch 'abirule4' of gitlab:trunk/abinit into abirule4,0.0
5.989e+97,2018-02-21T13:07:25,Update ref for abirules#4,0.0
c6e18c8,2018-02-21T13:18:47,Fully upgraded PSML pseudopotential parser to PSML API 1.1,0.0
41cc93d,2018-02-21T13:18:47,Fully upgraded PSML pseudopotential parser to PSML API 1.1,0.0
03f2b3d,2018-02-21T13:40:08,Trick to bypass unused argument that is defined in the BIGDFT library,0.0
2d2a7b1,2018-02-21T14:55:23,Fully upgraded PSP9 support to PSML API 1.1,0.0
ce99cb1,2018-02-21T14:55:23,Fully upgraded PSP9 support to PSML API 1.1,0.0
8574268.0,2018-02-21T15:56:38,ABI_UNUSED cannot be used in m_libpaw_libxc.F90,0.0
436ea4d,2018-02-21T16:07:03,Fixed run-time errors caused by the PSML 1.0 -> 1.1 API change,1.0
e99b0e2,2018-02-21T16:07:03,Fixed run-time errors caused by the PSML 1.0 -> 1.1 API change,1.0
56d45aa,2018-02-21T16:15:12,Merge branch 'psml-new' into '15-new-psml-api-is-not-supported',0.0
86b7f7d,2018-02-21T16:16:10,Fix bug,1.0
f7e09ee,2018-02-21T16:24:59,Generated new references for the PSML test series,0.0
a2cb46c,2018-02-21T16:24:59,Generated new references for the PSML test series,0.0
c445b3f,2018-02-21T20:01:40,Imported PSML test references from abiref,0.0
1535a93,2018-02-21T20:01:40,Imported PSML test references from abiref,0.0
eea025d,2018-02-21T20:47:50,Remove some unused args,0.0
b830c46,2018-02-21T21:04:29,Remove more unused args,0.0
67e1dd7,2018-02-22T06:26:21,Fix typo,1.0
3b5c1ea,2018-02-22T06:54:20,removed more unused args or treated them properly,0.0
adb5741,2018-02-22T08:38:42,Fix non-removed args,1.0
0c3ada3,2018-02-22T09:00:05,add strain-coupling and anharmonic strain option for the bound process,0.0
df78544,2018-02-22T09:01:48,Merge remote-tracking branch 'trunk/develop' into Multibinit,0.0
14a5e60,2018-02-22T11:39:50,ABI_UNUSED not to be used with libpaw.,0.0
786f840,2018-02-22T12:53:11,replace EELF with ELF,0.0
e2ee78e,2018-02-22T13:05:54,Update ref for abirules#4,0.0
aa97bc4,2018-02-22T13:30:00,Perhaps last bunch of unused variables has been treated properly ?,0.0
5fccb05,2018-02-22T13:41:39,Last update of abirules#4 reference.,0.0
87617d2,2018-02-22T19:00:28,Fixed a wrong sign in the derivative of the spherical hermonics for f orbitals. This should affect BSE and chi (for GW) calculations.,1.0
5caef87,2018-02-22T19:26:28,Merge branch 'develop' of gitlab:trunk/abinit into develop,0.0
d50a3d2,2018-02-23T05:47:37,Merge remote-tracking branch 'remotes/petretto/develop' into _petretto,0.0
dc01d83,2018-02-23T11:49:26,Removed stale debugging write statement in PSML reader module,0.0
1c87f4d,2018-02-23T11:49:26,Removed stale debugging write statement in PSML reader module,0.0
cda145b,2018-02-23T12:00:51,Adjusted preprocessed sections in psp9in to conform to the abirules,0.0
ed7bfb7,2018-02-23T12:00:51,Adjusted preprocessed sections in psp9in to conform to the abirules,0.0
c7d7e71,2018-02-23T12:32:22,Merge branch '15-new-psml-api-is-not-supported' of abinit-repo:pouillon/abinit into 15-new-psml-api-is-not-supported,0.0
3311f9f,2018-02-23T12:55:57,Merge branch 'abinit-develop' into hotfix_ylmcd,0.0
15d02ca,2018-02-23T13:31:53,Merge tag 'start-8.7.4' into 15-new-psml-api-is-not-supported,0.0
9.2e+38,2018-02-23T14:28:16,Fixed glitch in psp9in,1.0
5fd7f8b,2018-02-23T22:02:46,Merge remote-tracking branch 'remotes/pouillon/15-new-psml-api-is-not-supported' into _pouillon,0.0
f134877,2018-02-23T22:13:47,Remove unneeded ABI_UNUSED,0.0
366a7da,2018-02-23T22:31:02,Fix conflicts,1.0
7d738cc,2018-02-24T05:40:30,Merge branch '_henrique' into develop,0.0
0a65084,2018-02-24T08:06:28,Merge branch '_pouillon' into develop,0.0
96920fb,2018-02-25T06:53:34,Clean exclude_hosts and exclude_builders  Update KNOWN_PROBLEMS  run ./generate_doc.py.,0.0
a661d84,2018-02-25T06:58:35,Apply make parents,0.0
9532dc8,2018-02-25T06:59:44,Clean the check_list,0.0
9eac909,2018-02-25T08:43:02,Apply abiauty,0.0
848d306,2018-02-25T08:47:05,Initialize the release_notes and installation_notes for v8.8,0.0
809dce4,2018-02-25T08:49:12,Final update of check_list,0.0
20a49e2,2018-02-25T11:22:12,Include modified section for atlas (from JMB),0.0
d2df35c,2018-02-25T14:58:10,Suppress duplicated ATLAS section,0.0
d3d75fa,2018-02-25T17:06:57,Fix typo,1.0
4514fc8,2018-02-25T17:07:51,Merge branch 'develop' of gitlab:trunk/abinit into develop,0.0
